age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
51,self-employed,married,university.degree,unknown,no,no,telephone,may,thu,826,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
20,entrepreneur,single,high.school,no,no,no,telephone,may,thu,598,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,blue-collar,married,professional.course,unknown,yes,no,telephone,may,thu,120,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,185,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,technician,married,professional.course,no,yes,no,telephone,may,thu,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,entrepreneur,married,university.degree,no,yes,no,telephone,may,thu,423,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,technician,single,professional.course,no,yes,yes,telephone,may,thu,337,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,single,professional.course,no,no,no,telephone,may,thu,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,blue-collar,single,basic.6y,no,no,no,telephone,may,thu,27,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,blue-collar,single,basic.6y,unknown,no,no,telephone,may,thu,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,management,married,university.degree,no,no,no,telephone,may,thu,166,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,services,single,professional.course,no,no,no,telephone,may,thu,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,management,divorced,basic.6y,unknown,yes,no,telephone,may,thu,271,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,admin.,married,high.school,no,yes,no,telephone,may,thu,103,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,admin.,married,university.degree,no,yes,no,telephone,may,thu,379,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,287,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,732,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,126,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,admin.,single,university.degree,no,no,no,telephone,may,thu,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,technician,single,high.school,no,yes,no,telephone,may,thu,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,retired,single,high.school,no,no,no,telephone,may,thu,109,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,high.school,no,yes,no,telephone,may,thu,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,management,married,university.degree,no,yes,no,telephone,may,thu,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
52,housemaid,married,university.degree,no,yes,no,telephone,may,thu,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,high.school,no,yes,no,telephone,may,thu,260,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
54,technician,married,basic.9y,no,no,no,telephone,may,thu,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,admin.,single,university.degree,no,yes,no,telephone,may,thu,128,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,admin.,married,high.school,no,no,no,telephone,may,fri,144,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,admin.,married,high.school,no,yes,no,telephone,may,fri,110,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,technician,married,professional.course,unknown,no,yes,telephone,may,fri,203,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,admin.,married,professional.course,unknown,yes,no,telephone,may,fri,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25,blue-collar,married,professional.course,unknown,no,no,telephone,may,fri,94,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,122,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,technician,married,university.degree,unknown,yes,no,telephone,may,fri,175,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,admin.,single,high.school,no,no,no,telephone,may,fri,132,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
55,technician,married,basic.9y,unknown,unknown,unknown,telephone,may,fri,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,services,single,high.school,no,no,no,telephone,may,fri,346,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,management,married,high.school,no,no,no,telephone,may,fri,205,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,admin.,married,university.degree,no,yes,no,telephone,may,fri,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,services,married,high.school,no,no,no,telephone,may,fri,62,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,technician,married,university.degree,no,yes,no,telephone,may,fri,93,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,housemaid,divorced,basic.6y,unknown,unknown,unknown,telephone,may,fri,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin.,married,high.school,no,unknown,unknown,telephone,may,fri,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,self-employed,married,professional.course,no,unknown,unknown,telephone,may,fri,252,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,admin.,married,high.school,no,yes,yes,telephone,may,fri,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,unemployed,married,high.school,no,no,no,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,unemployed,married,high.school,no,yes,no,telephone,may,fri,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,unemployed,married,high.school,no,yes,no,telephone,may,fri,380,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin.,married,high.school,no,yes,no,telephone,may,fri,584,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,371,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,274,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,technician,married,basic.9y,no,no,no,telephone,may,fri,71,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,blue-collar,married,university.degree,no,no,yes,telephone,may,fri,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,unknown,unknown,university.degree,no,no,no,telephone,may,fri,617,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
33,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,383,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,services,married,high.school,unknown,no,no,telephone,may,fri,483,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
54,admin.,married,university.degree,no,no,no,telephone,may,fri,847,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,services,married,high.school,no,yes,no,telephone,may,fri,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,306,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,blue-collar,married,high.school,no,no,no,telephone,may,fri,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
55,services,married,high.school,no,yes,no,telephone,may,fri,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,admin.,single,high.school,no,yes,no,telephone,may,fri,59,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,self-employed,married,basic.9y,no,yes,yes,telephone,may,fri,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,management,married,university.degree,no,no,yes,telephone,may,fri,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,management,married,university.degree,no,no,no,telephone,may,fri,21,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
59,management,married,university.degree,no,no,no,telephone,may,fri,659,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
55,technician,married,basic.9y,unknown,yes,no,telephone,may,fri,327,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,services,married,basic.6y,no,no,no,telephone,may,fri,296,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,services,married,high.school,no,no,no,telephone,may,fri,307,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,technician,single,professional.course,no,no,no,telephone,may,fri,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,housemaid,divorced,high.school,no,no,no,telephone,may,fri,390,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,admin.,married,high.school,no,yes,no,telephone,may,fri,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,management,married,basic.9y,unknown,no,no,telephone,may,fri,772,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
28,services,married,high.school,unknown,no,no,telephone,may,fri,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,management,married,basic.4y,unknown,yes,no,telephone,may,fri,100,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,housemaid,married,high.school,unknown,no,no,telephone,may,fri,929,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
32,student,single,university.degree,no,no,no,telephone,may,fri,21,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,unemployed,single,basic.9y,unknown,yes,no,telephone,may,fri,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,services,married,basic.4y,unknown,yes,yes,telephone,may,fri,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
20,entrepreneur,single,high.school,no,no,no,telephone,may,fri,217,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
46,admin.,married,university.degree,no,yes,yes,telephone,may,fri,375,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,technician,single,university.degree,unknown,no,no,telephone,may,fri,352,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,admin.,single,university.degree,no,no,no,telephone,may,fri,45,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,admin.,divorced,basic.9y,no,no,no,telephone,may,fri,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,admin.,married,university.degree,unknown,no,no,telephone,may,fri,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,unemployed,married,high.school,unknown,yes,no,telephone,may,fri,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
24,technician,single,professional.course,no,no,no,telephone,may,fri,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,157,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25,services,divorced,high.school,no,no,no,telephone,may,fri,72,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,fri,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
58,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,70,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,professional.course,no,yes,yes,telephone,may,fri,710,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
35,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,131,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25,admin.,married,high.school,no,no,no,telephone,may,fri,498,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,514,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,admin.,married,basic.9y,no,no,no,telephone,may,fri,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,unemployed,divorced,professional.course,unknown,yes,no,telephone,may,fri,705,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,unemployed,married,high.school,unknown,yes,no,telephone,may,fri,239,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,retired,married,high.school,no,no,no,telephone,may,fri,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin.,divorced,university.degree,no,no,no,telephone,may,fri,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,services,single,high.school,no,yes,yes,telephone,may,fri,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,admin.,married,basic.9y,unknown,yes,no,telephone,may,fri,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,entrepreneur,single,basic.9y,no,no,no,telephone,may,fri,341,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,unemployed,single,professional.course,unknown,no,no,telephone,may,fri,339,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
46,unknown,married,basic.4y,unknown,no,no,telephone,may,fri,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,services,divorced,university.degree,no,no,no,telephone,may,fri,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,technician,divorced,professional.course,no,yes,no,telephone,may,fri,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,services,single,high.school,unknown,no,no,telephone,may,fri,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,retired,married,university.degree,unknown,no,no,telephone,may,fri,485,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,retired,married,university.degree,unknown,yes,no,telephone,may,fri,576,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
